i_index,r_index,title,isbn_10,isbn_13,publish_date,key,subjects,languages,description.value,genres,image_id,image_url
167521,709344,Afromyth Volume 2,,['9781946595072'],2020,/books/OL28100842M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946595072.jpg
167533,709373,In the Wake of the Willows,,['9781734501902'],2020,/books/OL28105643M,"['Fiction, general', 'Nature']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734501902.jpg
169131,712426,Poet X,,['9780062662811'],2020,/books/OL28924504M,"['Harlem (new york, n.y.), fiction', 'Adolescence, fiction', 'Girls, fiction', 'Poets, fiction', 'Schools, fiction', 'Self-esteem, fiction', 'Interpersonal relations, fiction', 'Hispanic americans, fiction', ""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780062662811.jpg
170980,715082,Conviction,,['9781945438011'],2020,/books/OL29741559M,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781945438011.jpg
171138,715328,"I, John Kennedy Toole",,['9781643132785'],2020,/books/OL29811225M,"['Fiction, biographical', 'Authors, fiction']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781643132785.jpg
171172,715389,Sea Wife,,['9780525656500'],2020,/books/OL29831231M,"['Fiction, sea stories', 'Fiction, family life']",[{'key': '/languages/eng'}],,,9.78053E+12,https://covers.openlibrary.org/b/isbn/9780525656500.jpg
171229,715469,Pine Island Home,,['9780823447855'],2020,/books/OL29850803M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78082E+12,https://covers.openlibrary.org/b/isbn/9780823447855.jpg
171244,715490,Ghost Rendition,,['9781630061517'],2020,/books/OL29856250M,"['Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781630061517.jpg
171350,715701,Song in the Dark,,['9781649170521'],2020,/books/OL29948108M,"['Fiction, romance, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781649170521.jpg
171361,715730,Secret of Magik and Dragons,,['9781938215643'],2020,/books/OL29961439M,"['Fiction, fantasy, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781938215643.jpg
171388,715782,Drowning,,['9781646565191'],2020,/books/OL29984953M,"['Fiction, gay']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781646565191.jpg
171514,716186,Eavesdropping on Lucifer,,['9781949572889'],2020,/books/OL30159808M,"['Fiction, religious']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781949572889.jpg
171530,716210,Redeployment,,['9781786899064'],2020,/books/OL30168503M,"['Fiction, war & military', 'Iraq war, 2003-2011, fiction', 'Fiction, short stories (single author)']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781786899064.jpg
171660,716403,The Many Kinds of Glee,,['9781735154220'],2020,/books/OL30248291M,"['Fiction, short stories (single author)', 'Poetry (poetic works by one author)']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781735154220.jpg
174357,728666,Madagascar and Other Stories from Africa,,['9781951082956'],2023,/books/OL33840064M,"['Fiction, short stories (single author)']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781951082956.jpg
174476,728953,Man Goat and the Bunnyman,,['9781951087241'],2021,/books/OL33929147M,"['Comics & graphic novels, general', 'Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781951087241.jpg
174521,729025,Red Book,,['9781529156492'],2022,/books/OL33944792M,"['Fiction, thrillers, general', 'Chicago (ill.), fiction']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781529156492.jpg
174939,729758,W. I. T. C. H.,,['9781975317683'],2021,/books/OL34118330M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781975317683.jpg
174977,729817,Little Mission on the Clearwater,,['9780802424945'],2021,/books/OL34130605M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.7808E+12,https://covers.openlibrary.org/b/isbn/9780802424945.jpg
174987,729837,Searcher,,['9780735224667'],2020,/books/OL34136071M,"['Ireland, fiction', 'Fiction, mystery & detective, police procedural', 'Fiction, psychological', 'Missing persons, fiction']",[{'key': '/languages/eng'}],,,9.78074E+12,https://covers.openlibrary.org/b/isbn/9780735224667.jpg
175036,729931,Dracula,,['9781934331835'],2021,/books/OL34161858M,"['Comics & graphic novels, general', 'Fiction, horror']",[{'key': '/languages/eng'}],,,9.78193E+12,https://covers.openlibrary.org/b/isbn/9781934331835.jpg
175052,729958,The house of special purpose,,['9781635421774'],2021,/books/OL34167302M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781635421774.jpg
175097,730041,Secret Garden in 20 Minutes a Day,,['9781952239656'],2022,/books/OL34189207M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952239656.jpg
175098,730043,Drawn That Way,,['9781534492974'],2021,/books/OL34189312M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534492974.jpg
175257,730396,Mustang,,['9781597656153'],2021,/books/OL34317320M,"['Fiction, action & adventure', 'Nature']",[{'key': '/languages/eng'}],,,9.7816E+12,https://covers.openlibrary.org/b/isbn/9781597656153.jpg
175317,730511,REvolutionary,,['9781649572011'],2021,/books/OL34365250M,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781649572011.jpg
176009,733595,Perfectly Arranged,,['9781649171559'],2021,/books/OL35146399M,"['Fiction, romance, general', 'Fiction, religious']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781649171559.jpg
176025,733871,Ardennia,,['9780578254647'],2021,/books/OL35252429M,"['Fiction, fantasy, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78058E+12,https://covers.openlibrary.org/b/isbn/9780578254647.jpg
176340,738190,Thunder Road,,['9780744304961'],2022,/books/OL36363659M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78074E+12,https://covers.openlibrary.org/b/isbn/9780744304961.jpg
176352,738539,Free Fall,,['9781956830095'],2021,/books/OL36481616M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781956830095.jpg
177146,749980,"Swing Batter, Swing",,['9798986562018'],2022,/books/OL39455342M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.79899E+12,https://covers.openlibrary.org/b/isbn/9798986562018.jpg
178128,769590,Guilty /Joan Thatiah,,['9789789816941'],2020,/books/OL44037088M,['Nigerian fiction (English)'],[{'key': '/languages/eng'}],,,9.78979E+12,https://covers.openlibrary.org/b/isbn/9789789816941.jpg
179239,781035,An Unwelcome Journey,,['9781685200244'],2023,/books/OL46638934M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78169E+12,https://covers.openlibrary.org/b/isbn/9781685200244.jpg
179775,790201,Under your Scars,,['9798988296201'],30-Sep-23,/books/OL48827207M,"['Fiction, romance, general', 'Fiction, erotica, general']",[{'key': '/languages/eng'}],,,9.79899E+12,https://covers.openlibrary.org/b/isbn/9798988296201.jpg
180940,804843,Family Remains,,['9798885790345'],2023,/books/OL52609012M,"['Fiction, women', 'Fiction, thrillers, domestic', 'Fiction, thrillers, suspense']",[{'key': '/languages/eng'}],,,9.79889E+12,https://covers.openlibrary.org/b/isbn/9798885790345.jpg
180966,804979,Weight of the Badge,,['9781947686274'],2023,/books/OL52638596M,"['Fiction, mystery & detective, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781947686274.jpg
217073,921300,How the Dead Speak,,['9780751576931'],2020,/books/OL28046447M,"['Fiction, mystery & detective, police procedural', 'England, fiction', 'Jordan, carol, detective chief inspector (fictitious character), fiction', 'Hill, tony, doctor (fictitious character), fiction']",[{'key': '/languages/eng'}],,,9.78075E+12,https://covers.openlibrary.org/b/isbn/9780751576931.jpg
217080,921340,My Part of Her,,['9781632062437'],2020,/books/OL28057990M,"['Fiction, general', 'Iran, fiction']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781632062437.jpg
217148,921432,Scattering the Ashes,,['9781951122119'],2020,/books/OL28079884M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781951122119.jpg
217167,921460,Eye of Zeus,,['9781684630288'],2020,/books/OL28085652M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781684630288.jpg
217169,921464,Igniting Darkness,,['9780544991095'],2020,/books/OL28086942M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78054E+12,https://covers.openlibrary.org/b/isbn/9780544991095.jpg
217172,921474,Eloquence of Desire,,['9781907230752'],2020,/books/OL28090187M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78191E+12,https://covers.openlibrary.org/b/isbn/9781907230752.jpg
217173,921475,Chocolate Burnout,,['9780998275581'],2020,/books/OL28090204M,"['Fiction, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.781E+12,https://covers.openlibrary.org/b/isbn/9780998275581.jpg
217174,921480,Strongbox,,['9781631527753'],2020,/books/OL28091923M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781631527753.jpg
220034,926353,Pure Trance,,['9780867198782'],2020,/books/OL29435277M,"['Comics & graphic novels, manga, science fiction']",[{'key': '/languages/eng'}],,,9.78087E+12,https://covers.openlibrary.org/b/isbn/9780867198782.jpg
220159,926528,Clean Hands,,['9780802129543'],2020,/books/OL29490168M,"['Fiction, thrillers, general', 'New york (n.y.), fiction']",[{'key': '/languages/eng'}],,,9.7808E+12,https://covers.openlibrary.org/b/isbn/9780802129543.jpg
220797,927546,You Would Have Told Me Not To,,['9781883285906'],2020,/books/OL29821887M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78188E+12,https://covers.openlibrary.org/b/isbn/9781883285906.jpg
220816,927576,Last Widow,,['9780062858900'],2020,/books/OL29831199M,"['Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780062858900.jpg
220885,927675,You Will Never Know,,['9781613161937'],2020,/books/OL29857412M,"['Fiction, thrillers, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78161E+12,https://covers.openlibrary.org/b/isbn/9781613161937.jpg
220986,927854,Redlined,,['9780972822350'],2020,/books/OL29924904M,"['Fiction, mystery & detective, general', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78097E+12,https://covers.openlibrary.org/b/isbn/9780972822350.jpg
221114,928093,Falling for You,,['9780578700069'],2020,/books/OL30062065M,"['Fiction, romance, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78058E+12,https://covers.openlibrary.org/b/isbn/9780578700069.jpg
221268,928529,Their Secret Lives,,['9781951670108'],2020,/books/OL30209261M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781951670108.jpg
221490,928913,Molerat 2.0,,['9781999185626'],2020,/books/OL30367178M,"['Fiction, horror', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.782E+12,https://covers.openlibrary.org/b/isbn/9781999185626.jpg
222946,939435,History of British Fiction,,['9781405147224'],2021,/books/OL33423037M,"['English fiction, history and criticism']",[{'key': '/languages/eng'}],,,9.78141E+12,https://covers.openlibrary.org/b/isbn/9781405147224.jpg
223869,940681,Greenwood,,['9781925713855'],2020,/books/OL33765594M,"['Fiction, family life', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78193E+12,https://covers.openlibrary.org/b/isbn/9781925713855.jpg
224052,941072,Broken Statue,,['9781952782237'],2021,/books/OL33904563M,"['Fiction, historical']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952782237.jpg
224579,941901,Good Thieves,,['9781481419499'],2020,/books/OL34079916M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78148E+12,https://covers.openlibrary.org/b/isbn/9781481419499.jpg
224585,941916,One Little Lie,,['9780785228455'],2020,/books/OL34083697M,"['Fiction, christian, romance']",[{'key': '/languages/eng'}],,,9.78079E+12,https://covers.openlibrary.org/b/isbn/9780785228455.jpg
224621,941983,Redhead by the Side of the Road,,['9780525658429'],2020,/books/OL34098926M,"['Fiction, family life', 'Fathers and sons, fiction', 'Man-woman relationships, fiction']",[{'key': '/languages/eng'}],,,9.78053E+12,https://covers.openlibrary.org/b/isbn/9780525658429.jpg
224657,942049,Final Treasure #4,,['9780593094921'],2021,/books/OL34119125M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593094921.jpg
224726,942189,Under the Tamarisk Tree,,['9781984579775'],2020,/books/OL34156350M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781984579775.jpg
224728,942191,Thief of Souls,,['9781250779069'],2021,/books/OL34156857M,"['Fiction, mystery & detective, police procedural', 'China, fiction']",[{'key': '/languages/eng'}],,,9.78125E+12,https://covers.openlibrary.org/b/isbn/9781250779069.jpg
224766,942261,Greta Grace,,['9781945847448'],2021,/books/OL34174300M,"[""Children's fiction"", 'Social sciences']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781945847448.jpg
224794,942318,Love and Olives,,['9781534448841'],2021,/books/OL34187542M,"[""Children's fiction"", 'Fathers and daughters, fiction', 'Atlantis (legendary place), fiction', 'Dating (social customs), fiction', 'Greece, fiction']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534448841.jpg
224804,942336,World of Warcraft : Dawn of the Aspects,,['9781950366842'],2022,/books/OL34193594M,"['Fiction, fantasy, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781950366842.jpg
224921,942611,Paradox Puzzle,,['9781951499112'],2021,/books/OL34275965M,"['Fiction, science fiction, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781951499112.jpg
225591,945365,Marquess's Scottish Bride,,['9781634691659'],2020,/books/OL34956105M,"['Fiction, romance, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781634691659.jpg
225599,945445,Pizza Parties and Poltergeists,,['9781946033161'],2021,/books/OL34973455M,"['Fiction, horror', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946033161.jpg
225763,947451,Animal Inside,,['9780992321178'],2020,/books/OL35557685M,"['Fiction, short stories (single author)', 'Fiction, thrillers, suspense']",[{'key': '/languages/eng'}],,,9.78099E+12,https://covers.openlibrary.org/b/isbn/9780992321178.jpg
225969,950465,Rocking R Ranch,,['9781432881016'],2021,/books/OL36353345M,"['Fiction, action & adventure', 'Fiction, historical, general', 'Fiction, westerns']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781432881016.jpg
226123,952547,But a Wandering Voice,,['9780998906652'],2022,/books/OL36974516M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.781E+12,https://covers.openlibrary.org/b/isbn/9780998906652.jpg
226466,956400,Annie Abbott and the Druid Stones,,['9781644564684'],2022,/books/OL38069494M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781644564684.jpg
226526,957744,Parachute Kids,,['9781338832693'],2023,/books/OL38407697M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78134E+12,https://covers.openlibrary.org/b/isbn/9781338832693.jpg
226534,958114,Hot Shot's Mistake,,['9781954470293'],2022,/books/OL38497608M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781954470293.jpg
226727,962076,Crown of Roses,,['9781957782065'],2022,/books/OL39443819M,"['Fiction, fantasy, general', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781957782065.jpg
